,ID,shoe_height,EC_Code,use_RF,Date,Day,Time,scores_differ_but_one,score_differs,Temp_True,SOQ1,SOQ2,SOQ3,SOQ4,SOQ5,SOQ6,SOQ7,SOQ8,Shoe_comfort,Intoxicated,Drinks,Weather,Temp_Think,Cold,Age,Race,Sex_Orient,Heightfeet,Heightinches,Weight,Openshoes,Barelegs,Arms,Shoulders,Cleavage,Openback,Midriff,No_jacket,Jean_rips,Judged_shoe_comfort,Clothes_RF,HG_shoes,SOQ1_R,SOQ2_R,SOQ3_R,SOQ4_R,SOQ7_R,SOQ8_R,Self_Obj,height.just.inches,BMI,filter_$,use_RF_coded,test_1,combined_filter,full_SO,Zshoe_height,white
149,263,1,1,1,1053192:00:00,4,10:22:00.000000,1,1,56,5,6,3,6,1,1,6,5,6,1,0,1,50,1,22,7,3,5,4,180,0,0,0,0,0,0,0,0,0,3,0,NA,2,1,4,1,1,2,1.625,64,30.8935546875,1,NA,NA,1,1.625,-0.632686650452512,0
150,264,1,0,1,1053192:00:00,4,10:12:00.000000,1,1,58,1,1,1,1,3,6,6,3,6,6,8,1,58,3,20,2,2,5,5,120,0,1,1,0,0,0,1,1,0,3,4,NA,6,6,6,6,1,4,4.75,65,19.9668639053254,1,NA,NA,1,4.75,-0.632686650452512,0
151,46,2,0,0,1053192:00:00,4,10:19:00.000000,0,1,56,6,4,4,4,4,4,4,4,4,1,1,NA,56,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,2,3,NA,1,3,3,3,3,3,3,NA,NA,NA,1,1,NA,3,NA,0
152,54,2,1,1,1053192:00:00,4,11:27:00.000000,1,1,55,1,4,2,4,6,6,1,5,1,4,2,1,57,3,20,1,1,5,5,NA,1,0,0,0,0,0,1,1,0,1,3,NA,6,3,5,3,6,2,4.625,65,NA,NA,NA,NA,1,4.625,NA,1
153,79,2,1,1,1053192:00:00,4,11:31:00.000000,1,1,54,2,5,5,4,1,4,4,4,4,2,3,1,NA,4,23,2,3,5,5,180,1,1,0,0,1,0,0,0,0,2,3,NA,5,2,2,3,3,3,2.875,65,29.9502958579882,1,NA,NA,1,2.875,0.90628087767522,0
154,136,2,1,1,1053192:00:00,4,10:56:00.000000,1,1,56,3,6,6,3,2,3,3,5,2,1,2,1,65,4,22,7,2,5,4,140,0,0,0,0,1,0,1,1,0,1,3,NA,4,1,1,4,4,2,2.625,64,24.0283203125,1,NA,NA,1,2.625,0.90628087767522,0
155,142,2,1,1,1053192:00:00,4,10:30:00.000000,1,1,55,3,3,4,3,1,3,3,5,4,1,0,1,NA,6,22,2,NA,5,6,123,1,0,1,0,1,0,1,1,0,2,5,NA,4,4,3,4,4,2,3.125,66,19.8505509641873,1,NA,NA,1,3.125,0.90628087767522,0
156,246,2,1,0,1053192:00:00,4,11:18:00.000000,1,1,55,6,6,4,NA,4,4,6,6,4,6,8,1,48,4,18,1,1,5,6,165,1,0,0,0,1,0,1,1,1,1,5,NA,1,1,3,NA,1,1,2.14285714285714,66,26.6287878787879,1,1,1,NA,NA,0.90628087767522,1
157,255,2,1,1,1053192:00:00,4,11:31:00.000000,1,1,54,4,5,5,4,1,3,5,5,6,1,3,2,60,3,25,2,1,5,3,180,1,1,0,0,0,0,0,0,0,2,2,NA,3,2,2,3,2,2,2.25,63,31.8820861678005,1,NA,NA,1,2.25,0.90628087767522,0
158,259,2,1,1,1053192:00:00,4,10:54:00.000000,1,1,56,1,4,2,1,4,5,5,3,1,1,2,1,65,4,22,1,2,5,2,135,0,0,0,0,1,0,0,1,0,2,2,NA,6,3,5,6,2,4,4.375,62,24.6891259105099,1,NA,NA,1,4.375,0.90628087767522,1
159,63,3,1,1,1053192:00:00,4,10:41:00.000000,1,1,55,2,3,6,6,4,2,4,6,6,1,2,1,62,2,21,1,4,5,8,122,0,0,0,0,0,0,1,0,0,1,1,NA,5,4,1,1,3,1,2.625,68,18.5480103806228,1,NA,NA,1,2.625,2.44524840580295,1
160,224,3,1,1,1053192:00:00,4,10:48:00.000000,1,1,55,2,2,2,5,5,5,5,5,1,2,4,1,62,3,35,1,3,5,9,160,0,1,0,0,1,0,1,0,0,1,3,NA,5,5,5,2,2,2,3.875,69,23.6252888048729,1,NA,NA,1,3.875,2.44524840580295,1
161,256,3,0,1,1053192:00:00,4,11:18:00.000000,1,1,55,2,2,1,1,6,6,6,3,1,5,4,1,55,1,19,1,1,5,5,180,0,0,1,1,1,0,1,1,1,1,6,NA,5,5,6,6,1,4,4.875,65,29.9502958579882,1,NA,NA,1,4.875,2.44524840580295,1
162,257,3,0,1,1053192:00:00,4,11:06:00.000000,1,1,55,6,6,6,1,6,6,NA,1,5,5,5,2,NA,4,23,4,3,5,0,115,1,0,0,0,0,0,1,0,0,1,2,NA,1,1,1,6,NA,6,3.85714285714286,60,22.4569444444444,1,NA,NA,1,NA,2.44524840580295,0
163,41,NA,0,0,1053312:00:00,5,09:50:00.000000,1,1,48,1,1,1,6,1,1,2,1,4,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,1,3,NA,6,6,6,1,5,6,4,NA,NA,NA,1,1,NA,4,NA,0
164,175,NA,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,1,3,NA,4,4,2,2,3,5,4,5,1,48,4,18,1,2,4,11,115,0,0,0,0,1,0,1,0,1,2,3,NA,6,4,NA,3,5,4,4,59,23.2246480896294,1,NA,NA,1,NA,NA,1
165,240,NA,1,1,1053312:00:00,5,10:14:00.000000,1,1,48,1,3,4,4,NA,6,3,3,6,4,5,1,59,2,NA,1,1,5,6,120,0,0,0,0,1,0,1,1,1,3,4,NA,6,4,3,3,4,4,4.28571428571429,66,19.366391184573,1,NA,NA,1,NA,NA,1
166,243,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,1,1,2,3,4,1,1,6,5,4,1,NA,2,20,1,1,5,4,140,0,0,0,0,1,0,1,1,0,2,3,NA,6,6,6,5,6,6,5.25,64,24.0283203125,1,NA,NA,1,5.25,NA,1
167,244,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,3,NA,1,6,6,1,1,6,2,4,1,50,2,21,1,NA,5,5,120,0,0,0,0,1,0,1,0,0,2,2,NA,6,4,NA,6,6,6,5.71428571428571,65,19.9668639053254,1,NA,NA,1,NA,NA,1
168,267,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,3,4,3,5,5,3,3,5,3,3,1,50,4,21,1,1,5,5,115,0,0,0,1,0,0,1,1,0,2,3,NA,6,4,3,4,4,4,4.375,65,19.1349112426036,1,NA,NA,1,4.375,NA,1
169,39,1,0,1,1053312:00:00,5,09:44:00.000000,1,1,48,3,3,3,3,3,3,4,4,4,4,3,1,51,4,24,1,1,5,4,119,0,0,0,0,1,0,1,1,1,3,4,NA,4,4,4,4,3,3,3.5,64,20.424072265625,1,NA,NA,1,3.5,-0.632686650452512,1
170,40,1,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,1,5,3,2,4,6,4,3,6,1,0,1,NA,3,21,1,1,5,2,125,0,0,0,0,1,0,1,0,1,3,3,NA,6,2,4,5,3,4,4.25,62,22.8603017689906,1,NA,NA,1,4.25,-0.632686650452512,1
171,43,1,1,1,1053312:00:00,5,09:59:00.000000,1,1,48,2,4,4,3,1,2,3,3,6,1,0,1,52,2,18,1,1,5,11,140,0,0,0,0,1,0,1,1,0,3,3,NA,5,3,3,4,4,4,3.25,71,19.5239039873041,1,NA,NA,1,3.25,-0.632686650452512,1
172,81,1,1,1,1053312:00:00,5,10:13:00.000000,1,1,48,2,2,2,4,4,4,2,2,6,1,2,1,52,5,21,1,1,5,0,108,0,0,0,0,1,0,0,0,0,2,1,NA,5,5,5,3,5,5,4.5,60,21.09,1,NA,NA,1,4.5,-0.632686650452512,1
173,82,1,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,2,3,3,1,2,5,3,6,6,1,0,2,52,6,22,6,2,5,2,130,0,1,0,0,0,0,0,0,0,2,1,NA,5,4,4,6,4,1,3.875,62,23.7747138397503,1,NA,NA,1,3.875,-0.632686650452512,0
174,94,1,1,1,1053312:00:00,5,NA,1,1,48,2,5,3,1,6,5,1,6,6,3,4,1,55,3,18,1,2,5,3,110,0,0,0,0,1,0,0,1,0,2,2,NA,5,2,4,6,6,1,4.375,63,19.4834971025447,1,NA,NA,1,4.375,-0.632686650452512,1
175,123,1,1,0,1053312:00:00,5,10:05:00.000000,1,1,48,3,3,1,1,1,3,5,1,6,4,5,1,55,4,18,1,1,5,1,120,0,0,0,0,1,0,1,1,0,3,3,NA,4,4,6,6,2,6,4,61,22.6713249126579,1,1,1,NA,4,-0.632686650452512,1
176,129,1,1,0,1053312:00:00,5,09:23:00.000000,1,1,49,6,5,2,5,5,6,6,4,4,3,4,1,54,3,18,1,1,5,5,145,0,1,1,1,1,0,1,1,0,3,6,NA,1,2,5,2,1,3,3.125,65,24.1266272189349,1,1,1,NA,3.125,-0.632686650452512,1
177,130,1,1,1,1053312:00:00,5,09:23:00.000000,1,1,49,2,6,6,3,6,4,4,1,5,1,0,1,65,4,18,1,1,5,7,118,0,0,1,1,1,1,1,1,0,3,6,NA,5,1,1,4,3,6,3.75,67,18.4793940744041,1,NA,NA,1,3.75,-0.632686650452512,1
178,131,1,1,1,1053312:00:00,5,09:15:00.000000,1,1,48,4,6,6,6,1,3,6,6,6,2,1,1,60,3,43,1,1,5,2,169,0,0,0,0,0,0,0,0,0,3,0,NA,3,1,1,1,1,1,1.5,62,30.9071279916753,1,NA,NA,1,1.5,-0.632686650452512,1
179,132,1,1,1,1053312:00:00,5,09:00:00.000000,1,1,48,4,NA,3,3,4,4,2,3,5,2,1,1,56,5,18,1,1,5,8,130,0,0,1,0,1,0,1,1,1,3,5,NA,3,NA,4,4,5,4,4,68,19.7642733564014,1,NA,NA,1,NA,-0.632686650452512,1
180,179,1,1,1,1053312:00:00,5,10:26:00.000000,1,1,48,1,3,2,1,5,5,2,3,1,3,2,1,50,6,18,1,1,5,5,115,1,1,0,0,0,0,1,1,0,2,4,NA,6,4,5,6,5,4,5,65,19.1349112426036,1,NA,NA,1,5,-0.632686650452512,1
181,181,1,1,0,1053312:00:00,5,10:13:00.000000,1,1,48,4,4,6,1,1,3,3,6,6,4,5,1,55,3,18,1,1,5,7,140,0,0,1,1,1,0,1,1,0,3,5,NA,3,3,1,6,4,1,2.75,67,21.9247048340388,1,1,1,NA,2.75,-0.632686650452512,1
182,187,1,0,1,1053312:00:00,5,10:23:00.000000,1,1,48,4,3,3,2,3,3,3,3,4,1,0,1,50,5,18,1,1,5,1,130,0,0,0,0,0,0,0,0,0,3,0,NA,3,4,4,5,4,4,3.75,61,24.5606019887127,1,NA,NA,1,3.75,-0.632686650452512,1
183,190,1,0,1,1053312:00:00,5,10:13:00.000000,1,1,48,2,6,3,2,3,2,3,2,6,3,3,1,50,4,19,1,1,5,8,196,0,0,0,0,1,0,1,0,0,3,2,NA,5,1,4,5,4,5,3.625,68,29.7984429065744,1,NA,NA,1,3.625,-0.632686650452512,1
184,194,1,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,1,2,2,1,3,5,4,3,5,1,1,1,55,5,21,1,1,5,5,110,0,0,0,0,0,0,1,0,0,3,1,NA,6,5,5,6,3,4,4.625,65,18.3029585798817,1,NA,NA,1,4.625,-0.632686650452512,1
185,215,1,1,1,1053312:00:00,5,09:44:00.000000,1,1,48,5,5,5,5,1,NA,2,4,3,2,5,1,54,4,19,1,1,5,4,125,0,0,0,0,1,0,1,1,0,3,3,NA,2,2,2,2,5,3,2.42857142857143,64,21.453857421875,1,NA,NA,1,NA,-0.632686650452512,1
186,218,1,1,1,1053312:00:00,5,09:23:00.000000,1,1,48,1,4,NA,1,6,4,2,3,6,1,0,1,60,3,19,3,1,5,4,130,0,0,1,1,1,0,1,1,0,3,5,NA,6,3,NA,6,5,4,4.85714285714286,64,22.31201171875,1,NA,NA,1,NA,-0.632686650452512,0
187,219,1,1,1,1053312:00:00,5,09:23:00.000000,1,1,49,1,5,3,3,5,4,2,3,6,1,1,1,55,3,18,5,NA,5,8,118,0,1,1,1,1,0,1,1,0,3,6,NA,6,2,4,4,5,4,4.25,68,17.9398788927336,1,NA,NA,1,4.25,-0.632686650452512,0
188,220,1,1,0,1053312:00:00,5,09:00:00.000000,1,1,48,1,6,6,1,6,6,3,1,6,3,2,1,50,1,21,1,2,5,7,NA,0,0,1,0,0,0,0,0,0,3,1,NA,6,1,1,6,4,6,4.5,67,NA,NA,1,1,NA,4.5,NA,1
189,221,1,1,0,1053312:00:00,5,09:00:00.000000,1,1,48,3,5,6,2,4,3,3,3,6,1,2,1,60,3,18,1,1,5,7,150,0,0,1,1,0,0,1,1,1,3,5,NA,4,2,1,5,4,4,3.375,67,23.4907551793272,1,1,1,NA,3.375,-0.632686650452512,1
190,241,1,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,3,3,1,1,1,3,3,2,6,4,5,1,55,4,18,1,1,5,4,120,0,0,1,1,0,0,1,1,0,3,4,NA,4,4,6,6,4,5,4.125,64,20.595703125,1,NA,NA,1,4.125,-0.632686650452512,1
191,242,1,0,0,1053312:00:00,5,10:14:00.000000,1,1,48,2,5,4,3,1,6,6,6,6,5,1,1,50,4,19,1,1,5,8,135,0,0,0,0,1,0,1,0,1,3,3,NA,5,2,3,4,1,1,2.875,68,20.524437716263,1,1,1,NA,2.875,-0.632686650452512,1
192,251,1,0,1,1053312:00:00,5,09:23:00.000000,1,1,49,1,1,3,6,6,6,6,1,6,1,0,1,55,6,19,1,1,5,2,115,0,0,1,1,0,0,1,1,0,3,4,NA,6,6,4,1,1,6,4.5,62,21.0314776274714,1,NA,NA,1,4.5,-0.632686650452512,1
193,253,1,1,1,1053312:00:00,5,09:05:00.000000,1,1,48,5,6,6,6,1,1,3,6,6,1,1,1,48,2,32,1,3,5,2,120,0,0,0,0,1,0,1,0,0,3,2,NA,2,1,1,1,4,1,1.5,62,21.945889698231,1,NA,NA,1,1.5,-0.632686650452512,1
194,254,1,1,0,1053312:00:00,5,09:00:00.000000,1,1,48,2,5,6,2,3,5,5,3,6,1,2,1,60,3,18,4,1,5,9,150,0,0,1,1,1,0,1,1,0,3,5,NA,5,2,1,5,2,4,3.375,69,22.1487082545684,1,1,1,NA,3.375,-0.632686650452512,0
195,269,1,1,1,1053312:00:00,5,09:59:00.000000,1,1,48,2,4,4,1,1,6,2,3,6,1,0,1,50,1,18,5,1,5,1,115,1,0,0,0,0,0,1,1,0,2,3,NA,5,3,3,6,5,4,4.125,61,21.7266863746305,1,NA,NA,1,4.125,-0.632686650452512,0
196,270,1,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,1,2,1,3,3,3,3,3,1,4,6,2,NA,1,19,1,1,5,2,136,0,0,0,0,1,0,0,1,0,3,2,NA,6,5,6,4,4,4,4.375,62,24.8720083246618,1,NA,NA,1,4.375,-0.632686650452512,1
197,271,1,1,1,1053312:00:00,5,09:55:00.000000,1,1,48,1,3,3,2,3,2,1,3,5,3,2,1,50,5,18,1,1,5,6,121,0,0,0,0,1,0,0,0,0,3,1,NA,6,4,4,5,6,4,4.25,66,19.5277777777778,1,NA,NA,1,4.25,-0.632686650452512,1
198,274,1,1,1,1053312:00:00,5,09:33:00.000000,1,1,48,6,4,NA,5,5,3,5,3,6,2,1,1,NA,4,40,2,3,5,NA,160,0,0,0,0,0,0,0,0,0,3,0,NA,1,3,NA,2,2,4,2.85714285714286,NA,NA,NA,NA,NA,1,NA,NA,0
199,275,1,1,1,1053312:00:00,5,09:23:00.000000,1,1,49,1,6,2,1,6,6,6,6,6,1,0,1,50,3,18,1,1,5,3,120,0,0,1,1,1,0,0,1,1,3,5,NA,6,1,5,6,1,1,4,63,21.254724111867,1,NA,NA,1,4,-0.632686650452512,1
200,276,1,1,1,1053312:00:00,5,09:00:00.000000,1,1,48,5,4,3,2,6,6,2,3,6,2,1,1,55,4,18,1,1,5,10,170,0,0,1,1,1,0,1,1,1,3,6,NA,2,3,4,5,5,4,4.375,70,24.3897959183673,1,NA,NA,1,4.375,-0.632686650452512,1
201,42,2,0,0,1053312:00:00,5,09:59:00.000000,0,0,48,5,5,5,5,5,5,5,5,5,4,2,1,60,5,20,1,1,5,7,110,0,0,0,1,0,0,1,1,0,3,3,NA,2,2,2,2,2,2,2.75,67,17.2265537981733,0,1,1,NA,2.75,NA,1
202,64,2,1,1,1053312:00:00,5,09:27:00.000000,1,1,48,5,4,5,3,5,5,2,5,3,2,2,1,58,4,18,1,1,5,2,125,1,0,1,1,1,0,1,1,0,1,6,NA,2,3,2,4,5,2,3.5,62,22.8603017689906,1,NA,NA,1,3.5,0.90628087767522,1
203,65,2,0,0,1053312:00:00,5,09:37:00.000000,0,1,48,1,6,6,6,6,6,6,6,1,3,2,2,50,4,18,1,1,5,9,140,0,0,0,0,0,0,1,1,0,1,2,NA,6,1,1,1,1,1,2.875,69,20.6721277042638,1,1,1,NA,2.875,0.90628087767522,1
204,80,2,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,1,1,6,6,3,3,4,6,2,2,1,51,3,19,1,1,5,6,130,1,0,1,1,1,1,1,1,1,1,8,NA,6,6,6,1,4,3,4.375,66,20.9802571166208,1,NA,NA,1,4.375,0.90628087767522,1
205,83,2,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,5,6,NA,3,1,5,6,6,6,2,4,1,48,2,19,1,1,5,3,130,0,0,0,0,1,0,0,0,1,3,2,NA,2,1,NA,4,1,1,2.14285714285714,63,23.0259511211892,1,NA,NA,1,NA,0.90628087767522,1
206,93,2,1,1,1053312:00:00,5,10:00:00.000000,1,1,48,2,3,2,1,3,4,3,2,6,2,1,1,55,3,18,1,1,5,2,175,0,0,0,0,1,0,1,0,1,2,3,NA,5,4,5,6,4,5,4.5,62,32.0044224765869,1,NA,NA,1,4.5,0.90628087767522,1
207,188,2,1,1,1053312:00:00,5,NA,1,1,48,3,5,3,5,4,5,1,5,1,5,8,1,60,3,18,1,3,5,6,160,0,0,0,0,1,0,1,0,1,2,3,NA,4,2,4,2,6,2,3.625,66,25.821854912764,1,NA,NA,1,3.625,0.90628087767522,1
208,189,2,1,1,1053312:00:00,5,10:14:00.000000,1,1,48,6,3,3,4,3,3,3,4,6,3,3,1,45,3,18,1,1,5,8,140,0,0,0,0,1,0,1,1,0,2,3,NA,1,4,4,3,4,3,3.125,68,21.2846020761246,1,NA,NA,1,3.125,0.90628087767522,1
209,191,2,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,2,6,2,1,5,5,2,5,1,2,2,1,47,3,19,1,1,5,6,145,1,0,1,0,1,0,1,1,0,1,5,NA,5,1,5,6,5,2,4.25,66,23.4010560146924,1,NA,NA,1,4.25,0.90628087767522,1
210,192,2,1,1,1053312:00:00,5,10:00:00.000000,1,1,48,2,2,2,3,4,4,3,3,3,1,0,1,50,5,18,5,1,5,2,95,1,0,0,0,0,0,1,1,0,1,3,NA,5,5,5,4,4,4,4.375,62,17.3738293444329,1,NA,NA,1,4.375,0.90628087767522,0
211,193,2,0,0,1053312:00:00,5,09:50:00.000000,1,1,48,6,1,1,1,6,6,1,6,1,5,6,1,55,5,18,1,NA,5,5,140,1,0,0,0,1,0,0,0,1,1,3,NA,1,6,6,6,6,1,4.75,65,23.294674556213,1,1,1,NA,4.75,0.90628087767522,1
212,195,2,1,1,1053312:00:00,5,09:44:00.000000,1,1,48,5,4,4,4,2,5,4,4,3,3,1,1,50,5,22,1,1,5,1,110,1,0,0,0,1,0,1,1,0,1,4,NA,2,3,3,3,3,3,3,61,20.7820478366031,1,NA,NA,1,3,0.90628087767522,1
213,212,2,1,1,1053312:00:00,5,09:59:00.000000,1,1,48,1,2,1,2,4,5,2,2,2,1,0,1,55,3,21,1,1,5,1,125,0,0,0,0,1,0,1,0,0,2,2,NA,6,5,6,5,5,5,5.125,61,23.6159634506853,1,NA,NA,1,5.125,0.90628087767522,1
214,213,2,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,1,3,4,2,3,3,4,2,4,3,4,1,58,3,18,1,1,5,1,129,0,0,1,0,1,0,0,1,0,2,3,NA,6,4,3,5,3,5,4,61,24.3716742811072,1,NA,NA,1,4,0.90628087767522,1
215,214,2,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,4,4,3,2,1,4,4,3,5,2,2,1,40,4,18,1,1,5,2,120,0,0,0,0,1,0,0,0,0,2,1,NA,3,3,4,5,3,4,3.375,62,21.945889698231,1,NA,NA,1,3.375,0.90628087767522,1
216,216,2,0,1,1053312:00:00,5,09:32:00.000000,1,1,48,1,6,1,1,3,1,6,1,6,1,3,1,60,3,37,2,1,5,2,NA,1,0,0,0,1,0,0,1,0,1,3,NA,6,1,6,6,1,6,3.75,62,NA,NA,NA,NA,1,3.75,NA,0
217,249,2,1,1,1053312:00:00,5,09:37:00.000000,1,1,48,1,NA,2,1,6,6,4,2,1,2,2,1,55,6,19,1,1,5,2,120,0,0,1,0,1,0,1,1,1,1,5,NA,6,NA,5,6,3,5,5.28571428571429,62,21.945889698231,1,NA,NA,1,NA,0.90628087767522,1
218,266,2,0,0,1053312:00:00,5,10:07:00.000000,0,0,48,1,1,1,1,1,1,1,1,3,4,3,1,60,3,18,1,1,5,1,100,0,0,0,0,1,0,1,0,0,2,2,NA,6,6,6,6,6,6,4.75,61,18.8927707605482,0,1,1,NA,4.75,NA,1
219,268,2,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,4,6,1,4,6,3,4,6,2,1,1,57,4,18,1,1,5,4,118,1,0,1,1,1,0,1,1,1,1,7,NA,6,3,1,6,4,3,4.125,64,20.25244140625,1,NA,NA,1,4.125,0.90628087767522,1
220,272,2,1,1,1053312:00:00,5,09:44:00.000000,1,1,48,2,5,2,5,5,5,5,5,5,4,6,1,50,1,20,1,1,5,3,135,1,0,0,0,1,0,1,0,0,1,3,NA,5,2,5,2,2,2,3.5,63,23.9115646258503,1,NA,NA,1,3.5,0.90628087767522,1
221,273,2,1,1,1053312:00:00,5,09:37:00.000000,1,1,48,2,3,1,2,3,5,2,1,3,2,1,1,55,2,20,1,1,4,9,NA,0,0,1,0,1,0,1,1,1,1,5,NA,5,4,6,5,5,6,4.875,57,NA,NA,NA,NA,1,4.875,NA,1
222,107,3,1,1,1053312:00:00,5,10:21:00.000000,1,1,48,2,2,3,1,1,3,3,3,4,3,3,1,55,3,19,1,1,5,0,110,0,0,1,0,1,0,1,1,0,1,4,NA,5,5,4,6,4,4,4,60,21.4805555555556,1,NA,NA,1,4,2.44524840580295,1
223,180,3,0,0,1053312:00:00,5,10:18:00.000000,0,1,48,1,3,1,1,1,1,1,1,2,3,2,1,49,2,21,1,1,5,4,115,1,1,0,0,1,0,1,1,0,1,5,NA,6,4,6,6,6,6,4.5,64,19.737548828125,1,1,1,NA,4.5,2.44524840580295,1
224,217,3,1,0,1053312:00:00,5,09:27:00.000000,1,1,48,6,5,4,4,4,4,4,4,4,2,3,1,NA,3,19,1,NA,5,1,120,1,0,1,1,1,1,1,1,1,1,8,NA,1,2,3,3,3,3,2.875,61,22.6713249126579,1,1,1,NA,2.875,2.44524840580295,1
